timestamp,username,department,job_title,action,resource,resource_sensitivity,final_risk_score,final_risk_level,confidence,unauthorized,is_night,is_weekend,is_off_hours,first_access_resource,ml_flag,tenure_months,days_inactive,privilege_level,alert_title,context_bullets,detailed_explanation,business_impact,recommendation,ground_truth,model_pred,naive_pred
2026-03-07 10:54:06,varun.weber,Engineering,Engineer,sql_query,Customer_Vault,high,55.6,Medium,68,True,0,1,0,False,0,13,52,user,CROSS-DEPARTMENT DATA QUERY,"• Resource 'Customer_Vault' is NOT in approved systems for Engineering department
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Account dormant for 52 days — sudden activity on sensitive systems is high risk
• Engineering department accessing restricted-sensitivity data — cross-domain exposure risk","varun.weber (Engineering, Engineer) ran a SQL query on the customer PII database (names, emails, payment data) on 2026-03-07 at 10:54 AM. This resource is NOT part of the approved systems profile for Engineering users. 'Customer_Vault' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Weekend access with no documented maintenance window or on-call rotation. Account was inactive for 52 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 55.6/100.","Bulk query of customer PII database. If data is being profiled for exfiltration, this is a precursor event. GDPR Article 32 compliance breach risk.",Log and monitor varun.weber's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-03-07 10:54:05,jacob.patel,Marketing,Architect,admin_operation,GL_System,high,55.6,Medium,68,True,0,1,0,True,0,6,1,user,SUSPICIOUS ADMIN ACTIVITY,"• Resource 'GL_System' is NOT in approved systems for Marketing department
• First-ever access to 'GL_System' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Marketing department accessing restricted-sensitivity data — cross-domain exposure risk","jacob.patel (Marketing, Architect) performed admin operations on the general ledger (financial transactions, account balances) on 2026-03-07 at 10:54 AM. This resource is NOT part of the approved systems profile for Marketing users. 'GL_System' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Weekend access with no documented maintenance window or on-call rotation. Composite risk score: 55.6/100.","Admin operations on GL system risk unauthorized journal entries, balance manipulation, or audit trail tampering — material financial fraud risk.",Log and monitor jacob.patel's activity for the next 14 days | Request business justification for admin_operation on GL_System | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-02-22 10:54:06,karan.white,IT,Specialist,export_data,Customer_Vault,high,55.6,Medium,68,True,0,1,0,True,0,27,25,user,UNUSUAL DATA EXPORT PATTERN,"• Resource 'Customer_Vault' is NOT in approved systems for IT department
• First-ever access to 'Customer_Vault' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted","karan.white (IT, Specialist) exported data from the customer PII database (names, emails, payment data) on 2026-02-22 at 10:54 AM. This resource is NOT part of the approved systems profile for IT users. 'Customer_Vault' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Weekend access with no documented maintenance window or on-call rotation. Composite risk score: 55.6/100.","Potential exfiltration of customer PII (names, emails, payment info). GDPR breach risk with penalties up to 4% of annual global turnover. Customer trust and brand reputation at severe risk.",Log and monitor karan.white's activity for the next 14 days | Request business justification for export_data on Customer_Vault | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-02-01 10:54:05,david.thomas,Support,Architect,admin_operation,GL_System,high,55.6,Medium,68,True,0,1,0,True,0,8,2,user,SUSPICIOUS ADMIN ACTIVITY,"• Resource 'GL_System' is NOT in approved systems for Support department
• First-ever access to 'GL_System' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Support department accessing restricted-sensitivity data — cross-domain exposure risk
• Context note: cross-department access — Support does not handle financial data","david.thomas (Support, Architect) performed admin operations on the general ledger (financial transactions, account balances) on 2026-02-01 at 10:54 AM. This resource is NOT part of the approved systems profile for Support users. 'GL_System' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Weekend access with no documented maintenance window or on-call rotation. Composite risk score: 55.6/100.","Admin operations on GL system risk unauthorized journal entries, balance manipulation, or audit trail tampering — material financial fraud risk.",Log and monitor david.thomas's activity for the next 14 days | Request business justification for admin_operation on GL_System | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-04-19 10:54:05,stephen.guo,Finance,Lead,admin_operation,HRIS,high,55.6,Medium,68,True,0,1,0,True,0,6,8,user,SUSPICIOUS ADMIN ACTIVITY,"• Resource 'HRIS' is NOT in approved systems for Finance department
• First-ever access to 'HRIS' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted","stephen.guo (Finance, Lead) performed admin operations on the HR information system (salaries, personal records, performance data) on 2026-04-19 at 10:54 AM. This resource is NOT part of the approved systems profile for Finance users. 'HRIS' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Weekend access with no documented maintenance window or on-call rotation. Composite risk score: 55.6/100.","Admin operation on HRIS risks unauthorized modification of salary records, access controls, or employee status — serious HR and legal exposure.",Log and monitor stephen.guo's activity for the next 14 days | Request business justification for admin_operation on HRIS | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-01-25 10:54:05,isha.chen,Compliance,Coordinator,sql_query,SIEM,medium,55.3,Medium,69,True,0,1,0,True,1,8,18,service-account,CROSS-DEPARTMENT DATA QUERY,"• Access to SIEM is outside normal role scope for this user
• First-ever access to 'SIEM' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Service account performing human-like interactive operations — possible credential abuse
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier
• Context note: may indicate internal audit activity","isha.chen (Compliance, Coordinator) ran a SQL query on the security information and event management system (security logs) on 2026-01-25 at 10:54 AM. This resource is NOT part of the approved systems profile for Compliance users. Weekend access with no documented maintenance window or on-call rotation. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. Composite risk score: 55.3/100.",Potentially unauthorized access to SIEM. Review required to rule out policy violations or data misuse.,Log and monitor isha.chen's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-01-22 10:54:05,edward.thomas,Operations,Officer,file_access,Customer_Vault,high,55.3,Medium,67,True,0,0,0,True,0,34,24,service-account,CROSS-ROLE FILE ACCESS,"• Resource 'Customer_Vault' is NOT in approved systems for Operations department
• First-ever access to 'Customer_Vault' by this user — no prior history
• Service account performing human-like interactive operations — possible credential abuse
• Operations department accessing restricted-sensitivity data — cross-domain exposure risk","edward.thomas (Operations, Officer) accessed files in the customer PII database (names, emails, payment data) on 2026-01-22 at 10:54 AM. This resource is NOT part of the approved systems profile for Operations users. 'Customer_Vault' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Composite risk score: 55.3/100.",File-level access to customer data assets. Risk of offline copies being created and removed from audit trails.,Log and monitor edward.thomas's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-04-11 10:54:06,maria.bianchi,Marketing,Officer,login,GL_System,high,55.3,Medium,68,True,0,1,0,False,0,6,40,service-account,OFF-HOURS LOGIN DETECTED,"• Resource 'GL_System' is NOT in approved systems for Marketing department
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Account inactive for 40 days — reactivation on sensitive resource warrants review
• Marketing department accessing restricted-sensitivity data — cross-domain exposure risk","maria.bianchi (Marketing, Officer) logged in the general ledger (financial transactions, account balances) on 2026-04-11 at 10:54 AM. This resource is NOT part of the approved systems profile for Marketing users. 'GL_System' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Weekend access with no documented maintenance window or on-call rotation. Account was inactive for 40 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 55.3/100.",Unauthorized login to GL system — possible attempt to access financial records.,Log and monitor maria.bianchi's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-01-27 10:54:06,ryan.thomas,Marketing,Executive,sql_query,Customer_Vault,high,55.3,Medium,67,True,0,0,0,True,0,11,17,service-account,CROSS-DEPARTMENT DATA QUERY,"• Resource 'Customer_Vault' is NOT in approved systems for Marketing department
• First-ever access to 'Customer_Vault' by this user — no prior history
• Service account performing human-like interactive operations — possible credential abuse
• Marketing department accessing restricted-sensitivity data — cross-domain exposure risk
• Context note: cross-department access — Marketing should not query PII directly","ryan.thomas (Marketing, Executive) ran a SQL query on the customer PII database (names, emails, payment data) on 2026-01-27 at 10:54 AM. This resource is NOT part of the approved systems profile for Marketing users. 'Customer_Vault' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Composite risk score: 55.3/100.","Bulk query of customer PII database. If data is being profiled for exfiltration, this is a precursor event. GDPR Article 32 compliance breach risk.",Log and monitor ryan.thomas's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-01-23 10:54:05,ryan.colombo,Engineering,Analyst,admin_operation,SIEM,medium,55.3,Medium,68,True,0,0,0,True,0,14,49,service-account,SUSPICIOUS ADMIN ACTIVITY,"• Resource 'SIEM' is NOT in approved systems for Engineering department
• First-ever access to 'SIEM' by this user — no prior history
• Account inactive for 49 days — reactivation on sensitive resource warrants review
• Service account performing human-like interactive operations — possible credential abuse","ryan.colombo (Engineering, Analyst) performed admin operations on the security information and event management system (security logs) on 2026-01-23 at 10:54 AM. This resource is NOT part of the approved systems profile for Engineering users. Account was inactive for 49 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 55.3/100.",Potentially unauthorized access to SIEM. Review required to rule out policy violations or data misuse.,Log and monitor ryan.colombo's activity for the next 14 days | Request business justification for admin_operation on SIEM | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-03-02 10:54:06,christopher.menon,Executive,Officer,admin_operation,Email_Archive,medium,55.3,Medium,68,False,0,0,0,True,1,38,22,service-account,SUSPICIOUS ADMIN ACTIVITY,"• First-ever access to 'Email_Archive' by this user — no prior history
• Service account performing human-like interactive operations — possible credential abuse
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier
• Access attempt failed — may indicate password probing or misconfigured permissions","christopher.menon (Executive, Officer) performed admin operations on the email archive (historical corporate communications) on 2026-03-02 at 10:54 AM. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. The access attempt resulted in a FAILURE status — may indicate unauthorized probing. Composite risk score: 55.3/100.",Potentially unauthorized access to Email_Archive. Review required to rule out policy violations or data misuse.,Log and monitor christopher.menon's activity for the next 14 days | Request business justification for admin_operation on Email_Archive | Verify access is within approved role scope,1,1,0
2025-12-15 15:36:00,kenneth.moore,Sales,Architect,api_call,Admin_Console,medium,55.3,Medium,68,True,0,0,0,True,0,0,13,service-account,UNUSUAL API CALL PATTERN,"• Resource 'Admin_Console' is NOT in approved systems for Sales department
• First-ever access to 'Admin_Console' by this user — no prior history
• New employee — only 0 month(s) with the company, limited baseline established
• Service account performing human-like interactive operations — possible credential abuse","kenneth.moore (Sales, Architect) made an API call to the privileged administration console (system-wide access controls) on 2025-12-15 at 03:36 PM. This resource is NOT part of the approved systems profile for Sales users. User has only 0 month(s) of tenure — limited behavioral baseline; access to sensitive systems is premature. Composite risk score: 55.3/100.",API call to admin console — risk of automated privilege escalation or backdoor provisioning.,Log and monitor kenneth.moore's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2025-10-09 14:06:00,vikram.white,Operations,Director,file_access,Customer_Vault,high,55.3,Medium,67,True,0,0,0,True,0,10,25,service-account,CROSS-ROLE FILE ACCESS,"• Resource 'Customer_Vault' is NOT in approved systems for Operations department
• First-ever access to 'Customer_Vault' by this user — no prior history
• Service account performing human-like interactive operations — possible credential abuse
• Operations department accessing restricted-sensitivity data — cross-domain exposure risk","vikram.white (Operations, Director) accessed files in the customer PII database (names, emails, payment data) on 2025-10-09 at 02:06 PM. This resource is NOT part of the approved systems profile for Operations users. 'Customer_Vault' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Composite risk score: 55.3/100.",File-level access to customer data assets. Risk of offline copies being created and removed from audit trails.,Log and monitor vikram.white's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2025-04-23 06:57:00,xiulan.colombo,Compliance,Administrator,export_data,GL_System,high,55.2,Medium,68,True,0,0,1,True,0,18,34,user,UNUSUAL DATA EXPORT PATTERN,"• Resource 'GL_System' is NOT in approved systems for Compliance department
• First-ever access to 'GL_System' by this user — no prior history
• First data export action ever recorded for this user
• Access at 06:00 hrs — outside standard business hours (09:00–17:00)
• Account inactive for 34 days — reactivation on sensitive resource warrants review","xiulan.colombo (Compliance, Administrator) exported data from the general ledger (financial transactions, account balances) on 2025-04-23 at 06:57 AM. This resource is NOT part of the approved systems profile for Compliance users. 'GL_System' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Access at 06:00 hrs is outside standard working hours (09:00–17:00). Account was inactive for 34 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 55.2/100.",Export of general ledger data before quarter-end or resignation indicates possible financial fraud risk. SOX 302 violation. Competitor intelligence threat.,Log and monitor xiulan.colombo's activity for the next 14 days | Request business justification for export_data on GL_System | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,1
2026-04-15 10:54:05,nicholas.romano,Security,Officer,admin_operation,SIEM,medium,55.2,Medium,67,True,0,0,0,False,0,29,52,power-user,SUSPICIOUS ADMIN ACTIVITY,"• Access to SIEM is outside normal role scope for this user
• Account dormant for 52 days — sudden activity on sensitive systems is high risk
• Context note: appropriate for Security team during investigations","nicholas.romano (Security, Officer) performed admin operations on the security information and event management system (security logs) on 2026-04-15 at 10:54 AM. This resource is NOT part of the approved systems profile for Security users. Account was inactive for 52 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 55.2/100.",Potentially unauthorized access to SIEM. Review required to rule out policy violations or data misuse.,Log and monitor nicholas.romano's activity for the next 14 days | Request business justification for admin_operation on SIEM | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-02-21 10:54:06,aditya.gupta,Engineering,Analyst,api_call,BI_Tool,low,55.0,Medium,69,False,0,1,0,True,1,33,59,admin,UNUSUAL API CALL PATTERN,"• First-ever access to 'BI_Tool' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Account dormant for 59 days — sudden activity on sensitive systems is high risk
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier","aditya.gupta (Engineering, Analyst) made an API call to the business intelligence reporting platform on 2026-02-21 at 10:54 AM. Weekend access with no documented maintenance window or on-call rotation. Account was inactive for 59 days before this access — reactivation on sensitive data warrants investigation. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. Composite risk score: 55.0/100.",Potentially unauthorized access to BI_Tool. Review required to rule out policy violations or data misuse.,Log and monitor aditya.gupta's activity for the next 14 days | Verify access is within approved role scope,1,1,0
2026-04-07 10:54:06,timothy.jo,Engineering,Engineer,file_access,HRIS,high,55.0,Medium,69,True,0,0,0,True,1,7,11,user,CROSS-ROLE FILE ACCESS,"• Resource 'HRIS' is NOT in approved systems for Engineering department
• First-ever access to 'HRIS' by this user — no prior history
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier
• Engineering department accessing restricted-sensitivity data — cross-domain exposure risk
• Access attempt failed — may indicate password probing or misconfigured permissions","timothy.jo (Engineering, Engineer) accessed files in the HR information system (salaries, personal records, performance data) on 2026-04-07 at 10:54 AM. This resource is NOT part of the approved systems profile for Engineering users. 'HRIS' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. The access attempt resulted in a FAILURE status — may indicate unauthorized probing. Composite risk score: 55.0/100.",File access to HR documents containing confidential personnel information. Unauthorized copies risk data leakage.,Log and monitor timothy.jo's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2025-05-11 10:30:00,sophia.white,Security,Developer,sql_query,SIEM,medium,55.0,Medium,69,False,0,1,0,True,1,0,24,admin,CROSS-DEPARTMENT DATA QUERY,"• First-ever access to 'SIEM' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• New employee — only 0 month(s) with the company, limited baseline established
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier
• Context note: appropriate for Security team during investigations","sophia.white (Security, Developer) ran a SQL query on the security information and event management system (security logs) on 2025-05-11 at 10:30 AM. Weekend access with no documented maintenance window or on-call rotation. User has only 0 month(s) of tenure — limited behavioral baseline; access to sensitive systems is premature. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. Composite risk score: 55.0/100.",Potentially unauthorized access to SIEM. Review required to rule out policy violations or data misuse.,Log and monitor sophia.white's activity for the next 14 days | Verify access is within approved role scope,1,1,0
2025-05-14 04:36:00,edward.smith,Support,Specialist,sql_query,HRIS,high,55.0,Medium,68,False,1,0,1,True,1,22,12,user,CROSS-DEPARTMENT DATA QUERY,"• First-ever access to 'HRIS' by this user — no prior history
• Access at 04:00 hrs — deep night hours (22:00–06:00)
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier
• Support department accessing restricted-sensitivity data — cross-domain exposure risk","edward.smith (Support, Specialist) ran a SQL query on the HR information system (salaries, personal records, performance data) on 2025-05-14 at 04:36 AM. 'HRIS' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Access at 04:00 hrs falls in deep night hours — no legitimate business justification recorded. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. Composite risk score: 55.0/100.","Direct SQL access to HR records including salary bands, disciplinary history, and personal data. Significant privacy violation if unauthorized.",Log and monitor edward.smith's activity for the next 14 days | Verify access is within approved role scope,1,1,1
2026-02-15 10:54:05,deepika.li,Support,Manager,export_data,HRIS,high,54.7,Medium,68,True,0,1,0,False,0,19,48,user,UNUSUAL DATA EXPORT PATTERN,"• Access to HRIS is outside normal role scope for this user
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Account inactive for 48 days — reactivation on sensitive resource warrants review
• Support department accessing restricted-sensitivity data — cross-domain exposure risk","deepika.li (Support, Manager) exported data from the HR information system (salaries, personal records, performance data) on 2026-02-15 at 10:54 AM. This resource is NOT part of the approved systems profile for Support users. 'HRIS' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Weekend access with no documented maintenance window or on-call rotation. Account was inactive for 48 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 54.7/100.","Potential exfiltration of sensitive HR data: salaries, performance reviews, personal addresses. Violates employee privacy rights and GDPR personal data protections.",Log and monitor deepika.li's activity for the next 14 days | Request business justification for export_data on HRIS | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2025-12-13 18:53:00,isha.jones,Legal,Director,sql_query,SIEM,medium,54.7,Medium,68,False,0,1,1,False,1,21,55,power-user,CROSS-DEPARTMENT DATA QUERY,"• Access at 18:00 hrs — outside standard business hours (09:00–17:00)
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Account dormant for 55 days — sudden activity on sensitive systems is high risk
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier","isha.jones (Legal, Director) ran a SQL query on the security information and event management system (security logs) on 2025-12-13 at 06:53 PM. Access at 18:00 hrs is outside standard working hours (09:00–17:00). Weekend access with no documented maintenance window or on-call rotation. Account was inactive for 55 days before this access — reactivation on sensitive data warrants investigation. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. Composite risk score: 54.7/100.",Potentially unauthorized access to SIEM. Review required to rule out policy violations or data misuse.,Log and monitor isha.jones's activity for the next 14 days | Verify access is within approved role scope,1,1,1
2025-11-15 09:22:00,george.lim,Engineering,Administrator,login,Email_Archive,medium,54.5,Medium,71,True,0,1,0,True,1,6,57,user,OFF-HOURS LOGIN DETECTED,"• Resource 'Email_Archive' is NOT in approved systems for Engineering department
• First-ever access to 'Email_Archive' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Account dormant for 57 days — sudden activity on sensitive systems is high risk
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier
• Access attempt failed — may indicate password probing or misconfigured permissions","george.lim (Engineering, Administrator) logged in the email archive (historical corporate communications) on 2025-11-15 at 09:22 AM. This resource is NOT part of the approved systems profile for Engineering users. Weekend access with no documented maintenance window or on-call rotation. Account was inactive for 57 days before this access — reactivation on sensitive data warrants investigation. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. The access attempt resulted in a FAILURE status — may indicate unauthorized probing. Composite risk score: 54.5/100.",Potentially unauthorized access to Email_Archive. Review required to rule out policy violations or data misuse.,Log and monitor george.lim's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-03-29 10:54:05,david.thomas,Support,Architect,admin_operation,SIEM,medium,54.5,Medium,69,True,0,1,0,True,1,10,2,user,SUSPICIOUS ADMIN ACTIVITY,"• Resource 'SIEM' is NOT in approved systems for Support department
• First-ever access to 'SIEM' by this user — no prior history
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier","david.thomas (Support, Architect) performed admin operations on the security information and event management system (security logs) on 2026-03-29 at 10:54 AM. This resource is NOT part of the approved systems profile for Support users. Weekend access with no documented maintenance window or on-call rotation. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. Composite risk score: 54.5/100.",Potentially unauthorized access to SIEM. Review required to rule out policy violations or data misuse.,Log and monitor david.thomas's activity for the next 14 days | Request business justification for admin_operation on SIEM | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-01-10 21:19:00,stephen.kumar,Security,Coordinator,export_data,Admin_Console,medium,54.5,Medium,68,False,0,1,1,True,1,41,26,user,UNUSUAL DATA EXPORT PATTERN,"• First-ever access to 'Admin_Console' by this user — no prior history
• First data export action ever recorded for this user
• Access at 21:00 hrs — outside standard business hours (09:00–17:00)
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Behaviour flagged by ML anomaly detector (Isolation Forest) as statistical outlier","stephen.kumar (Security, Coordinator) exported data from the privileged administration console (system-wide access controls) on 2026-01-10 at 09:19 PM. Access at 21:00 hrs is outside standard working hours (09:00–17:00). Weekend access with no documented maintenance window or on-call rotation. The ML anomaly detection engine (Isolation Forest, 25% contamination threshold) flagged this event as a statistical outlier against peer behavior. Composite risk score: 54.5/100.","Admin console data export could reveal system configurations, user access lists, and security policies — valuable for attackers planning escalation.",Log and monitor stephen.kumar's activity for the next 14 days | Request business justification for export_data on Admin_Console | Verify access is within approved role scope,1,1,1
2026-03-28 10:54:05,donald.wang,Marketing,Manager,export_data,PROD_DB,high,54.2,Medium,68,False,0,1,0,True,0,33,54,user,UNUSUAL DATA EXPORT PATTERN,"• First-ever access to 'PROD_DB' by this user — no prior history
• First data export action ever recorded for this user
• Access occurred on a weekend — no scheduled maintenance or on-call duty noted
• Account dormant for 54 days — sudden activity on sensitive systems is high risk
• Marketing department accessing restricted-sensitivity data — cross-domain exposure risk","donald.wang (Marketing, Manager) exported data from the production database (live business data) on 2026-03-28 at 10:54 AM. 'PROD_DB' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Weekend access with no documented maintenance window or on-call rotation. Account was inactive for 54 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 54.2/100.",Production database export is a critical event. Live business data across all systems is at risk of exfiltration. Service disruption and data breach risk.,Log and monitor donald.wang's activity for the next 14 days | Request business justification for export_data on PROD_DB | Verify access is within approved role scope,1,1,0
2026-03-19 10:54:05,maria.bianchi,Marketing,Officer,sql_query,GL_System,high,54.1,Medium,67,True,0,0,0,False,0,6,40,service-account,CROSS-DEPARTMENT DATA QUERY,"• Resource 'GL_System' is NOT in approved systems for Marketing department
• Account inactive for 40 days — reactivation on sensitive resource warrants review
• Service account performing human-like interactive operations — possible credential abuse
• Marketing department accessing restricted-sensitivity data — cross-domain exposure risk","maria.bianchi (Marketing, Officer) ran a SQL query on the general ledger (financial transactions, account balances) on 2026-03-19 at 10:54 AM. This resource is NOT part of the approved systems profile for Marketing users. 'GL_System' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Account was inactive for 40 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 54.1/100.","SQL query on GL system risks exposure of sensitive financial transactions, revenue figures, and budget allocations. SOX 302 controls at risk.",Log and monitor maria.bianchi's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2026-02-26 10:54:05,david.rodriguez,HR,Developer,sql_query,PROD_DB,high,54.1,Medium,67,True,0,0,0,False,0,35,43,service-account,CROSS-DEPARTMENT DATA QUERY,"• Resource 'PROD_DB' is NOT in approved systems for HR department
• Account inactive for 43 days — reactivation on sensitive resource warrants review
• Service account performing human-like interactive operations — possible credential abuse","david.rodriguez (HR, Developer) ran a SQL query on the production database (live business data) on 2026-02-26 at 10:54 AM. This resource is NOT part of the approved systems profile for HR users. 'PROD_DB' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Account was inactive for 43 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 54.1/100.","Direct SQL query on production database. Risk of data exfiltration, service interference, or reconnaissance for a larger attack.",Log and monitor david.rodriguez's activity for the next 14 days | Review access permissions and align with role definition | Verify access is within approved role scope,1,1,0
2025-08-06 20:55:00,nicholas.romano,Security,Officer,file_access,GL_System,high,54.0,Medium,67,False,0,0,1,True,0,20,52,power-user,CROSS-ROLE FILE ACCESS,"• First-ever access to 'GL_System' by this user — no prior history
• Access at 20:00 hrs — outside standard business hours (09:00–17:00)
• Account dormant for 52 days — sudden activity on sensitive systems is high risk","nicholas.romano (Security, Officer) accessed files in the general ledger (financial transactions, account balances) on 2025-08-06 at 08:55 PM. 'GL_System' is classified as HIGH SENSITIVITY — any unauthorized or anomalous access carries significant compliance risk (GDPR Art.32 / SOX 302). Access at 20:00 hrs is outside standard working hours (09:00–17:00). Account was inactive for 52 days before this access — reactivation on sensitive data warrants investigation. Composite risk score: 54.0/100.","File-level access to GL documents. Financial statements, budgets, and projections could be extracted without triggering query-level audit alerts.",Log and monitor nicholas.romano's activity for the next 14 days | Verify access is within approved role scope,1,1,1
